popul,año,id_track,artist,song,duration,
47,2014,1Pyxh8ERS8aouSSOQVvVsz,Bryce Vine,Sour Patch Kids,252.56,
47,2013,6h4yONyGIFXYhrvEX6jVeb,Pogo,Alice,164.065,
47,2013,66PgT7clBWAuQlMqoUL0YU,Halestorm,Get Lucky,188.573,
47,2013,4KJHTdyIUdhKEuZdV3UuWR,René Aubry,Séduction,281.666,
47,2013,0891uRCvRHGNrkpnGHQHVZ,Turmion Kätilöt,Pyhä Maa,202.821,
47,2012,7InhciU9aU4MvkeO0XFjlv,Guilherme Arantes,Cheia De Charme,261.666,
47,2011,2wibvZtPbMFbZf2lOwnzeK,Randy Crawford,Street Life,256.613,
47,2010,19eQWCG7R2ue0tdkXoW1zN,David Arkenstone,Call Of The Sea,300.791,
47,2007,7GSRH3L0HAM3StkAkYVamC,Aaron Neville,Tell It Like It Is,165.96,
47,2007,4MgGdPmbySSVLUPBxzQ7mx,The Georgia Satellites,Keep Your Hands to Yourself,205,
47,2006,0mLS3gBv6Wzv0q6zLcmLD8,Billy Talent,Red Flag,196.84,
47,2005,5FGs2enRe23RODlTmGYbX6,8Ball,"Stay Fly (feat. Young Buck, Eightball & MJG)",238.466,
47,2005,31rk2z6XreitvUgfJURMil,Common,The Corner,225.333,
47,2004,69xdPh6CEOpwcP4ZpReWmH,"Medeski, Martin & Wood",Shine It,299.066,
47,2004,6258We1xSV3M2oLVMwhirP,La-33,La Pantera Mambo,374.84,
47,2004,4t17C4ZGrXN59lg1Ut7COM,Helmet,Unsung,237.36,
47,2004,1jICgYoQuukOtDI2jnGcJC,Deep Forest,Sweet Lullaby,230.973,
47,2003,3J879i79Um3fE6FB4kdAnS,Jedi Mind Tricks,Blood In Blood Out,246.8,
47,1997,1vcUlV02bvKQn6ryzZqDVL,Kenny Wayne Shepherd,True Lies,348.04,
47,1996,0RxWeRjUUQqGUxOYn5gniE,Suede,Beautiful Ones (Remastered),230.866,
47,1995,4JSBfXhgPkpdprAVafbTE3,Renaud,Mistral gagnant,165.933,
47,1995,2Vy4z1ZUN7RvN7syWI2yef,At The Gates,Slaughter Of The Soul,183.093,
47,1994,7MXK7DwU1DpGFTA31AZW6S,G. Love & Special Sauce,Baby's Got Sauce,233.96,
47,1992,24hkkk7UZRHG84Jdawn4gw,Cher,The Shoop Shoop Song (It's In His Kiss),169.973,
47,1990,6IItFqIHg6jHleKOYI7Aas,Mary Chapin Carpenter,I Feel Lucky,265.666,
47,1986,0EzVGEyUB9HAXT1cQHwhqf,LOS NIKIS,El imperio contraataca,192.106,
47,1985,5fc3XWSpJo6jTlbjnhGOJQ,Formula V,Eva Maria,175.506,
47,1982,01GkZgsAJH7vYvkI0a7nC5,Raffaella Carrà,Qué dolor,206.8,
47,1975,50LqU2nhdE3fmWOuqOjpjz,Leonard Cohen,Suzanne,227.2,
46,2019,1RVn5HnFkveCHiFeWTMfYp,Freddie Mercury,Living On My Own - Special Edition,203.746,
46,2015,2DbDjRH8CAzU8JaVtMOPS9,Harry Belafonte,"Jump in the Line (Shake, Senora)",219.932,
46,2015,0n5oSMrJ2EjP5qNkeApOuL,Frank Sinatra,"Witchcraft - From The ""Fifty Shades Of Grey"" Soundtrack",171.52,
46,2014,6qvfeDEiwboR8RpUCxTt54,No Clear Mind,dream is destiny,339.2,
46,2014,3fKg9Up2k4rMBbGgJQnd85,First Aid Kit,My Silver Lining,215.493,
46,2012,3smUHBHcUoOjqWRq9dfBDL,Deuce,America,245.76,
46,2012,1mTCbTpcM1nKkH0wGf70Zq,Megaherz,Jagdzeit,258.106,
46,2012,0gsXBDy0CT4bti4LmqVsT3,Clueso,Fühlt sich wie fliegen an,218.28,
46,2012,0bEwPQwwgFyCvsqLkVOWhh,Hot Water Music,Drag My Body,201.653,
46,2010,5d3qZ4xZv0inQK292Mmnhh,Mount Kimbie,Carbonated,258.504,
46,2010,13xDNcUNMt4L9y6ckxeQJ1,Netsky,Eyes Closed,379.275,
46,2008,1dr1bfauQ8WkWovy7WFjZ2,Caparezza,Abiura Di Me,251.413,
46,2008,0OuWBW2Q299zvZCdLUPlLx,Caravan Palace,Jolie Coquine,226.8,
46,2008,07THAZa24N9xFHZcYuLRVK,Meaghan Martin,Too Cool,169.906,
46,2007,4TrCvd1PrqI14lZb7tEtYo,Stars Of The Lid,A Meaningful Moment Through a Meaning(less) Process,272.786,
46,2007,4TOZ8TuZQRMEgJjNsgewg2,The Dillinger Escape Plan,Milk Lizard,235.266,
46,2007,3UlmW944PLBExAqG9bwdVE,Kitaro,Caravansary,362.92,
46,2006,6UFhNbE4sLRUoM52kC4Xl4,Stone Sour,Wicked Game - Acoustic; Live,267.253,
46,2006,5aDoUmxBsbdpS16alksb5Z,Bing Crosby,Do You Hear What I Hear? - Remastered 2006,165.666,
46,2006,0zge3Oe6qU1jnvSgxDRQYU,Steve Miller Band,The Joker,213.48,
46,2004,1FOUJzuApMpMM1wiuy3qfl,Styx,Renegade,253.893,
46,2003,70f6HTczJo4mjv4YzVGkl8,Camela,Nunca debí enamorarme,226.2,
46,2003,56Zm2mXUv5UJgybEqATQ2t,The Thrills,Big Sur,187.32,
46,2000,1Yc4z9MWH2gtGzLY2RjGqW,kent,Utan dina andetag,263.16,
46,1999,64TGtWC8WLzVt7PamUo9EO,Elvis Costello,She,186.466,
46,1998,1JlrnS4a8lc0nDlMAGVlCR,Laïs,'t Smidje,179.533,
46,1998,0vV3UvotpuHNC3mmKbUpSS,Sergio Oliva,Beso a beso,303.253,
46,1998,0vV3UvotpuHNC3mmKbUpSS,Hugh Padgham,Beso a beso,303.253,
46,1997,1d3iQh4fTm5D6iRtgrZPZ9,KMFDM,Megalomaniac,367.933,
46,1995,1WVjxyTSZ5UiI6TlcHyUPh,Ulf Lundell,Öppna landskap,278.333,
46,1994,0FFbJzXvag9ZRel7oNa1wU,Babe Ruth,The Mexican,205.893,
46,1993,3xsZiFNAhVny4tPPR5Ujv8,Michael Nyman,The Sacrifice,170.2,
46,1991,6OAVhdZQs1KMNH1TfXbFJE,Barclay James Harvest,Life Is For Living,218.933,
46,1991,5YI7v4VBa23fbEt9wuUmkg,Ike & Tina Turner,Proud Mary,297.133,
46,1978,3kETGXBpOCSESrSOEf6P84,TOTO,I'll Supply the Love,224.346,
46,1975,5jKdSZtw2yst6FzDJ4yvEV,The Outlaws,There Goes Another Love Song,184.36,
46,1972,72mudXRDKdCxUu0He3W6H6,Lafayette Afro Rock Band,Darkest Light - Remastered,385.545,
46,1963,0488kXJ1YnLMrrM1ssJnev,Thelonious Monk,Monk's Dream - Take 8,385.466,
45,2020,2yoZimUShwEoCsXEfmRGNV,Jeff Beck,Isolation,314.522,
45,2020,1LDr80fXBUO4Iqa28mMNCg,Tom Morello,Voodoo Child,312.262,
45,2018,6ARgq6vnDSjxsfpB7oUQ5k,Alela Diane,Ether & Wood,263.893,
45,2018,4NuH8DU6PpMJ8H867lmuML,Turmion Kätilöt,Sikiö,471.866,
45,2017,735Ge0JqNmz6hKYEB1q7vZ,Red Sun Rising,Uninvited,259.689,
45,2016,2IfzN3qWtHVeTBaaIhJieC,Fangoria,Fiesta en el infierno,250.656,
45,2016,1khda4wPMpYfJmgC0LjNpr,Avantasia,Mystery of a Blood Red Rose,230.725,
45,2014,7hY2Kc7Hvu0BudOoQwu8Ez,Animals As Leaders,Kascade,323.728,
45,2014,6dXK0YFIOZoFSgalrLpJzY,Lady A,Bartender,198.034,
45,2014,5vQctmBxi79lyQoc2DDAsP,All About She,Love Now (feat. All About She),218.373,
45,2014,4kHAdiSNZO6kfd9t0OaKQv,Morten Granau,The Collective,501.304,
45,2014,3ZuXIVoa0q3D21CJY4ZLjd,Cœur De Pirate,Pilgrims on a Long Journey,211.546,
45,2014,3D8RggXIjHROCQDvDRLguH,Ricardo Montaner,Llanto Agradecido,269.6,
45,2014,3a9dxgyM2rbFUvmN35qTTj,Betty Who,Somebody Loves You,210.68,
45,2014,0y3CXZEsj7Z2dQLiRiuN47,Beatsteaks,Gentleman of the Year,248.293,
45,2014,0CaHZUniQtDRZleX6XK9p7,Chromeo,Jealous (I Ain't With It),228.026,
45,2013,3RzOheulT8sJwhTYfDWu5f,Bomba Estéreo,El Alma y el Cuerpo,301.173,
45,2013,0FSaq4WfIJ8RbG2Li1JD5B,Brett Dennen,Ain't No Reason,217.693,
45,2012,0PHTufT46ytsqcH8OsQHvp,Bat For Lashes,Laura,266.493,
45,2010,445YwSgIoXj8yJlK7i9oKo,Michael Cassette,Crockett's Theme - Original Mix,426.176,
45,2010,3SokYcSBJpLmPt3HH6b2uE,The Cog is Dead,The Death of the Cog,158.224,
45,2010,239IJFSqoUEL2k8tWzblWm,Sparklehorse,Wish You Were Here,418.16,
45,2010,1nsEptcDye2MUjMJQ1N5Rh,Dennis Brown,Revolution,259.399,
45,2009,3sMUVwOyhOuQYFmpHfzBZn,Binomio de Oro de América,Niña Bonita,308.04,
45,2008,5udnrY00yVUOAzupil2H56,Girl Talk,Play Your Part (Pt. 1),284.799,
45,2008,3yILHS6HgqcUt2uFyf6URD,Huecco,Se acabaron las lágrimas - dueto con Hanna,251.72,
45,2008,3oyqGFcN7m3jk4alkNI3j9,Amy Macdonald,This Is The Life,184.413,
45,2008,2GTEWyYcM9R2tl3z5LjuV1,Celtas Cortos,Retales de una vida,272.6,
45,2008,12hFaFR7tKbosGFiEr2fmM,Oliver Shanti & Friends,Sacral Nirvana,335.293,
45,2007,7sZD8tOmfRUObogGX8VzfZ,Chris Cornell,Billie Jean,281.373,
45,2006,2xVtBEcsM6s2RsH8wkirhS,Minnie Riperton,I Am The Black Gold Of The Sun,349.426,
45,2006,1JK34fN2kQYPxmkkHFKA5v,The Wolfe Tones,Celtic Symphony,265.938,
45,2005,6vVeogbozV20zRhRLbWj9j,The Raveonettes,Love In a Trashcan,171.586,
45,2001,6w2q9iV3oJAjcN8cPKNT4a,Gotthard,Heaven,273.533,
45,2001,4mT09JxALjAoUpMplfd8nQ,T.Love,Nie nie nie,238.08,
45,2001,2qDWCy32Hrr2MIKg9cuo6t,L'Arc-en-Ciel,Driver's High,249.026,
45,1998,30emkg41FAEvRBuRj0quCy,Adel Hakki,Voy a Hacer Todo un Hombre de Tí,202.52,
45,1996,79fXdfpOPGaXO1gfdq2onl,Billie Holiday,All of Me,181.826,
45,1987,6u91CCTziobh3twCDMBlEk,Public Image Ltd.,Rise,378.36,
45,1987,5lE04QME0R4RNjepkflBJa,James Brown,Night Train,211.92,
45,1986,6BHtTBtKb4BppT3ykEl8GZ,Bon Jovi,Let It Rock,325.493,
45,1986,0dJEQ01IPN4ukqRsPrm4ab,The Georgia Satellites,Battleship Chains,177.386,
45,1977,0hyZgl8tHThlycPEVwBpax,Mother's Finest,Baby Love,262.826,
45,1976,67J6NR2Tdl0h2epWHcCBBN,"Earth, Wind & Fire",Getaway,227.08,
45,1976,01kmJXmeQaNlSZFRyFlSmz,Ohio Players,Fire,264.36,
45,1971,72h68r1IPddK24W0IbuKqQ,Baby Huey,Running,219.373,
45,1967,0u6bZc8NhpSbH2KutleBQx,Mel Brown,Chicken Fat,254.16,
44,2021,56oIybdTge4twdKS8IWyUI,CHVRCHES,He Said She Said,189.385,
44,2020,2iU4ZlFm68vUQ5u3Xd4lN3,Jilax,Clouds,500.281,
44,2016,252Js3mNvVOHzeiStTUTNM,Caitlyn Smith,(You Make Me Feel Like) a Natural Woman - Recorded at Spotify Studios NYC,182.068,
44,2015,772AiQoYHA7lDckryjGyVj,Sevendust,Thank You,267.333,
44,2014,64JkfFIUe4gQTCXCQESF2X,Lakeside,Fantastic Voyage - Extended,369.8,
44,2013,0oM7tUgJ7OadttA6XEDKiL,John Jackson,We Get High,256.279,
44,2013,0ImjeKKMwhUNJwVe4JXEDy,Chelsea Wolfe,Feral Love,202.069,
44,2011,4FXj4ZKMO2dSkqiAhV7L8t,Blackmill,Evil Beauty,228.004,
44,2011,21IypW8aMJ2iUhzrXe3hKO,Foxy,Get Off - Remastered,341.293,
44,2011,09n5OYAlgClYFQFYtXjVwS,Native American Flute,Lullaby with Flute & Crickets - Soothing Crickets And Solo Flute,262,
44,2010,3qwftg7TSyeyagKcYj66Kp,Johnny Nash,I Can See Clearly Now - Edit,160.946,
44,2010,2eHruBEy06Vt7VswO4ROhC,Fu Manchu,Eatin' Dust,190.8,
44,2008,7AKqM1fV3UuVDvmfPlGqiU,Herbert Grönemeyer,Der Weg,259.346,
44,2008,6HJH2v5BIqpKW34nsLV1O7,Ott,The Queen of All Everything,472.4,
44,2007,4xEDawqLVwsC331aF6Z33x,Kate Nash,Merry Happy,327.4,
44,2007,4IhBMMgZkrQybTajYXtmVE,Bomb the Music Industry!,I Don't Love You Anymore,282.093,
44,2007,28EK7qsobexG3NJRrTE4tc,Lucinda Williams,Are You Alright?,318.293,
44,2007,1ZaxUokPjgc4Po18K7t7LW,Mudvayne,King Of Pain,276.306,
44,2006,5EwP9NvAJHsWVqVguSx5IM,Nephew,Igen & Igen &,275.213,
44,2006,4KktZd9BGHZjW3sK03O4zo,Sugababes,Push The Button,218,
44,2005,4YJZjINIhakR98fnz1Pvup,Megadeth,Symphony Of Destruction,246.733,
44,2005,3QvcNLv6ljvuU1KD7dSINg,Funeral For A Friend,Streetcar,216.893,
44,2001,6YTOLMRTnLAdPOo1kxjNoZ,Avantasia,Avantasia,331.533,
44,2001,4gyM4s4ExrQReXT3M7A4mm,Alberto Iglesias,Me Voy a Morir de Tanto Amor,159.453,
44,2000,4L60ULqvJpqFReaNwmq8F0,Moodymann,Don’t You Want My Love,264.36,
44,1998,34js2TOQm9tf6xhefJ97HI,Gloria Estefan,Oye,279.626,
44,1997,5dd8tOJwLqEvasVqvvrJzV,Erykah Badu,On & On,225.973,
44,1995,036fV8swMleTnjOdhVDV1E,Maanam,Cykady na Cykladach - 2011 Remaster,179.226,
44,1992,3Fg4SlOiqKDodVJbAM2Gut,Mudhoney,Suck You Dry - 2008 Remaster,154.346,
44,1987,2X6okzhnNPSzh9yxDMHHe3,Prince,U Got the Look,227.706,
44,1985,5qKdMteVok1Rog4vIKz75q,Frans Halsema,Voor Haar,172.426,
44,1975,3s8Anp8dKObIw8Zy8uGgYC,Donald Byrd,Dominoes,273.133,
44,1959,0ivpUENLpheuPoa6VuY1ax,The Dave Brubeck Quartet,Strange Meadow Lark,442.226,
44,1928,2P9nh9pTK96dE0b6NBbTSs,Blind Willie Johnson,"Dark Was the Night, Cold Was the Ground",198.56,
43,2020,0fw3GUHovJkW5u1jVGl3jb,✝✝✝ (Crosses),The Beginning Of The End,274.111,
43,2018,5s5c2hMadLfWU51ARzHaFD,Toothgrinder,The Chain,275.146,
43,2016,0oocSoRiIS4ZvjX9TWx1kP,Sixx:A.M.,Rise,233.586,
43,2014,6qCfyMpiQzPf2AiJlTu5Fu,Ranji,Lights On,469.714,
43,2014,6dRJJMO9URXnTJaz401b4Q,Mela Koteluk,Żurawie origami,218.199,
43,2014,22yDwXNiJlO7UOPud3q2fm,Cheek,Lohtu,271.002,
43,2012,78NOjcwjSb7qSrPtKUAHiy,London Philharmonic Orchestra,Elder Scrolls – Skyrim: Far Horizons,315.791,
43,2012,78NOjcwjSb7qSrPtKUAHiy,Crouch End Festival Chorus,Elder Scrolls – Skyrim: Far Horizons,315.791,
43,2012,4Uv3bP2OmbnBOwSKAJK0qg,Farben Lehre,Anioły I Demony,242,
43,2012,1yibGVA3FlGySYObOkMdzc,Baroness,Take My Bones Away,299.44,
43,2011,5VuHhNAOSsCxF6ltddkEUm,Andrew Skeet,Legend of Zelda: Suite,261.168,
43,2011,3CwK0oEtu9bCl0R5nuMzjx,Com Truise,Cyanide Sisters,183.609,
43,2011,2M98FO4fkGec4lzsafk8YY,The Cab,Intoxicated,248.08,
43,2010,6wmcBujtfEfVQr5kQPk7ZE,Gorillaz,Amarillo,204.466,
43,2010,6G5GbFe5jWUWqZ3WmXiew5,Sol Habana,"Follow the Leader ""Sigue al lider""",245.133,
43,2010,5BHfKRD3LTxFz1tX8AH0DN,Soundgarden,Black Hole Sun,317.693,
43,2009,4P5ZrmZZdwvTpFT9GIFVFI,Fear Factory,Cars,207.986,
43,2009,2t3ezqieuK6RRav66q9bQF,Puscifer,The Humbling River,305.52,
43,2008,3BaEK0XWsJ4Ss9qODrpdTz,P!nk,Please Don't Leave Me,231.56,
43,2007,49KVtxjMNy8li0sQt4exTD,Apparat,Arcadia,310.053,
43,2006,07dRAdbmVyeWbebhrfYLSk,Halou,Honeythief,189.413,
43,2005,4ONiAcYAR3cQCaBKunq0z6,Diane Arkenstone,The Secret Garden,344.84,
43,2005,2mu2oL9gdgHGtlg9poer2u,Digable Planets,Rebirth of Slick (Cool Like Dat),261.066,
43,2004,2OcJNw7K8cYs4FKoh8aEow,The Dresden Dolls,Coin-Operated Boy,286.413,
43,2002,5GQAHsTo4DI71QLAXUo3DV,Joe Hisaishi,Spirited Away - One Summer's Day,292.093,
43,2002,1Ygvq3qqegXyPnQaJaenY6,Murderdolls,White Wedding,196.546,
43,2001,0BSJ1iQEmGibLCPMHGtdo7,Jon Hopkins,Lost In Thought,376.733,
43,1999,2HMu0epbw9zAnU39qnnwl5,Mr. Bungle,Pink Cigarette,295.626,
43,1998,1RWXFHOJ6XjK8a9pitucrX,Suprême NTM,That's My People,251.306,
43,1997,5SO1xQrOt9JfiLsNmp2Ha8,Frank Boeijen,Zeg Me Dat Het Niet Zo Is,161.093,
43,1997,4lj4cW45UP5tQ8AhRxnQi9,Kenny Garrett,Before It's Time to Say Goodbye,317.946,
43,1997,1HeCBrZd0A2ub1E8aeZJie,Overseer,Supermoves,287.426,
43,1996,3sBnSBnzpEYKpJYGsAIbup,Trans-Siberian Orchestra,Christmas Eve / Sarajevo 12/24 - Instrumental,205.333,
43,1994,1tckg6GRaTodmxnDd4Cxkl,Herbie Hancock,Cantaloupe Island,330.093,
43,1989,41bdgBL7tjwQOl7RpwubKU,New Model Army,Vagabonds,260.773,
43,1977,2du5UEJ0j38dZsbh9uSz7S,Jimmy Douglas,Slide,410.466,
43,1974,1PraqvAnggduSq9zCTOSTF,Little Feat,"Oh, Atlanta",209.373,
42,2021,2kP8XBdhI9NRQkbDxye43P,Joseph Feinstein,World Through Your Eyes,223.874,
42,2019,5iv6Uk5z2N1Kl8Rq2XnEQM,Counting Crows,Accidentally In Love,188.386,
42,2018,7CRMavjrfUFzj4ijaMQMDN,Electric Universe,Bansuri,450.206,
42,2017,5UtF2wWiAwUbwRHQ4HCuft,Café Quijano,Perdonarme (feat. Taburete),212.313,
42,2017,28KYBZXnvRk560ty8mdVIQ,Foo Fighters,Run,323.366,
42,2017,0z95CqBxQnSQhNnoWTZJKL,Chelsea Cutler,Slow Down Love (feat. Chelsea Cutler),157.891,
42,2016,4FX7dhugVxsKsyC4DgwJyM,Thrice,Black Honey,239.45,
42,2016,0FbKvqTBo2TsSzhT5ohFI2,Parker Millsap,Heaven Sent,232.88,
42,2015,7gChGUkqWkinDS7uYoMLIM,Wolf Alice,Moaning Lisa Smile,162.386,
42,2015,7AeYomUuCNb965CWyfLTjK,Krewella,Somewhere to Run,222.08,
42,2015,4cgDk0IjwdG8w1ArIaqdpq,The Arcs,Outta My Mind,214.693,
42,2014,2f63FfjixxnXfQhEZJcrOr,Dam Swindle,64 Ways,284.308,
42,2013,6H9xCW5IqdKEM3Ml9YOAWi,Brotha Lynch Hung,Meat Cleaver,292.087,
42,2013,0lbPLoj61m0e7jPMdGF5yK,SUUNS,2020,253.253,
42,2012,5qXUIehZetSx94f6QNT88w,The Puppini Sisters,Jingle Bells (feat. The Puppini Sisters),159.973,
42,2012,5qXUIehZetSx94f6QNT88w,Michael Bublé,Jingle Bells (feat. The Puppini Sisters),159.973,
42,2012,3XUZTfqhmaVqhzpWWGW3By,Twiztid,LDLHAIBCSYWA,281.626,
42,2012,2xwiFAUJeS3K0QJtXRr6dd,Michael Price,The Game is On,220.826,
42,2012,2xwiFAUJeS3K0QJtXRr6dd,David Arnold,The Game is On,220.826,
42,2011,5j6gZ0gmywTIOdi38gPSxK,Jónsi,We Bought A Zoo,260.573,
42,2011,3EWjSWS4t4VKsOn6ASlmZx,Toontje Lager,Stiekem Gedanst,217.6,
42,2010,5gUhWFZCwtxk78xGfAluBQ,Gold Panda,You,216.373,
42,2010,4pGv2AFdSV6N2VwAaVciW0,Tinie Tempah,Pass Out,268,
42,2010,4m5gJuQlo2byPHRQamL6dd,Jesper Kyd,City of Rome,332.669,
42,2009,4Hi9ZjMdPFx8Jb43YYOY4Q,Mark Farina,Dream Machine - Downtempo Mix,368.746,
42,2008,3dgMPpTQJ9Y91TkB072ZN3,The Bar-Kays,Holy Ghost,492.6,
42,2007,5EcQ53R86rMZ5WnfbVvQEh,Queensrÿche,Silent Lucidity - Remastered,344.826,
42,2007,2NDagLoBcGm0DIJPvaW7nH,Alpha 5.20,Boss 2 Panam,216.253,
42,2006,6s5BwPPzz4bdY5aUHWzqAE,Colour Haze,Aquamaria,526.293,
42,2006,5ypWqYw34KK2BggUh4iSvP,The Hush Sound,We Intertwined,197.52,
42,2004,0k1mrijxFep4E4OZApi2p4,Roxy Music,Love Is The Drug,249.066,
42,2002,3LGB6BkiSmzP8IHo03rZMo,Elmore James,Dust My Broom,174.667,
42,2001,7pKWTcPfT9mg2iAhobFHpS,Bud Powell,Polka Dots And Moonbeams - Remastered,244.466,
42,2001,75jSpwHDakoTAR9oZwU2mI,PeterLicht,Sonnendeck - Schallplattenspieler-Fassung [Ekimas & Proppe Remix],338.426,
42,2001,22Y1Gg0uugLCNP48yezX0q,MC Chris,Fett's Vette,204.875,
42,2000,7hpGE5NHxTK5umouUBw20v,Fabe,Partis de rien,241.48,
42,2000,5gfuPRh2118jWEhuH1tdHw,Nicola Conte,Bossa Per Due,352.182,
42,1993,4uLo3el3oXuxQxHhDHJr40,Yes,Owner Of A Lonely Heart,269.773,
42,1993,00YCRrySf0dJ6nRCKYSAkA,Swirlies,Pancake,195.613,
42,1992,0W0euvQlhbcsTydzsD4EQk,Son House,Death Letter Blues,259.16,
42,1990,3ygfz94pyD2h9rLTQu8BJw,Wipers,Nothing Left to Lose,290.133,
42,1989,5F6ZrWLngDICyjazxM1gNq,Obituary,Slowly We Rot,218.426,
42,1988,7r0EUONfPUZ8SD1vu4ro27,Shirley Bassey,Goldfinger,168.733,
42,1983,7kz5wYuP7kULlvZ9xfsI59,Philip Glass,Koyaanisqatsi,209.84,
42,1980,0Qb8jMMKrJiq21YnT6EfeZ,Black Uhuru,Sinsemilla,311.293,
42,1978,1cH5gmAdX31JANDnooSbRB,Cameo,I'll Be With You,263.946,
42,1978,06Y1ZlTO8tO0vVrN4rSfNc,Funkadelic,One Nation Under a Groove (2015 Remaster - Album Version),449.013,
42,1977,4PJOwnZaZec8a7bvt98lvL,Jean-Luc Ponty,Mirage,294,
42,1974,5QfmCmdL4qnzqMz5Z0gvzV,Las Grecas,Te Estoy Amando Locamente,191.026,
42,1972,1NXyoATCYylbjSDFe8FHbJ,The J.B.'s,Gimme Some More,187.56,
42,1963,6QJT16QV1nGu0ZPjL4HCMe,Paul Desmond,Bossa Antigua,284.373,
41,2021,6RvmQShxVQwJ0AWMtP6JoU,Taylor Swift,it’s time to go,254.64,
41,2020,65KqSqOTL5DbFYU5d2kcaT,Eddie Vedder,Growin' Up - acoustic at home,194.426,
41,2019,08Ys3244upKhrzRMl2EWXI,Brass Against,The Pot,381.398,
41,2017,0oiYllbOKQMN9SHF5viwQg,Electric Universe,Mantra,457.315,
41,2016,01JkrDSrakX5UO5knhpKNA,Paul Cauthen,I'll Be the One,261.73,
41,2015,5740WNrWQZEiXK6yoPp2q4,Pinkshinyultrablast,Holy Forest,248.744,
41,2015,2FDSwTY9PHc5dS8jWzXUq0,Chon,Suda,182.75,
41,2015,0roVvDO3xMR2iXh9MRnR4N,Saurom,Soñando Contigo (Las Caricias del Alma),263.576,
41,2015,03WomW4ZXgoGvkiOzUJYaF,Biafra,Sonho De Ícaro,326,
41,2014,5kt5UfkL18qq7AxYOCyQlt,Jolin Tsai,第三人稱,286.826,
41,2014,46JdPZmwWfkCJHVzd5gi8v,Lorentz,"Där dit vinden kommer (feat. Jaqe, Duvchi, jj & Joy)",293.773,
41,2014,46JdPZmwWfkCJHVzd5gi8v,Duvchi,"Där dit vinden kommer (feat. Jaqe, Duvchi, jj & Joy)",293.773,
41,2013,5kso5rXmhCb7ADHBNA5xSN,Sarah McLachlan,Silence - Tiësto's In Search Of Sunrise Remix,236.093,
41,2013,5kso5rXmhCb7ADHBNA5xSN,Delerium,Silence - Tiësto's In Search Of Sunrise Remix,236.093,
41,2013,2xFxMCpPRIsgXkND5gG4aA,Oddisee,Own Appeal,274.285,
41,2013,1xDYdcZliVU2UA225POWpw,Project Pitchfork,Rain,310.694,
41,2012,2kkSXTDCGHWcnl5PQPTK0e,Savant,Splinter - Original Mix,297.65,
41,2011,6xfZH1tbq8sQTQOTJOtUoy,Captain Hook,Liquid Hook - Original Mix,469.891,
41,2011,6lu9r3Liqac6QmAbnZdfED,Bernie Worrell,Watermelon Man,377.586,
41,2011,5wfgLASWmbbLjNkbXsbs8t,Phaeleh,In The Twilight,386.18,
41,2011,3g5kQgKEllNBUklsmARGg8,Trent Reznor and Atticus Ross,Immigrant Song,167.508,
41,2011,3g5kQgKEllNBUklsmARGg8,Atticus Ross,Immigrant Song,167.508,
41,2010,3k8zx0tFrsWAvVHXeCBX2r,San Quinn,Ayo For Yayo,194.32,
41,2010,3k8zx0tFrsWAvVHXeCBX2r,Andre Nickatina,Ayo For Yayo,194.32,
41,2010,1L7e5Unq30JlzhW0tJ4QaF,Ahmet Kaya,Kum Gibi,268.19,
41,2010,1iw4yy8dDH9TcSEcOEWVnO,Sleigh Bells,Rill Rill,229.893,
41,2010,1gDJQKYYyQvGjCvvWwSXi5,Murray Gold,I Am The Doctor,244.145,
41,2009,7sa9QlfY9MUYT2ysod85Rz,Don Thomas,Come On Train - Original Mix,196.653,
41,2009,72c1iKsEgEcfJvsNkv02xF,Solar Fields,Sol,511.011,
41,2009,4631mfG095c6jsRvk3yvKp,Maskinen,Kärlek Vid Sista Ögonkastet,302.56,
41,2008,4UEO8VX0aadZEpFJgk3OFu,CCCP – Fedeli Alla Linea,Io Sto Bene,190.253,
41,2007,1rls1uw64JiGI2O7MZABWj,Green Day,Working Class Hero,263.733,
41,2007,1IaqAErlNQk5SlpIkmP1DC,Commix,Be True,400.88,
41,2005,2JySddvtTr1Cxsb6kteTrH,Alice Russell,Pushin On,199.56,
41,2004,4WqHkXEie9gJXUn524bIq4,Diomedes Diaz,Tu Eres La Reina,252.8,
41,2003,5XsxbIQeESqlp2BwHyZ8x7,Enslaved,Havenless,335.333,
41,2003,3LMlFQkPq3LvoCyATVu0Fq,Kashmir,Rocket Brothers,326.546,
41,2001,6HwRRtvRPcrCtTKWYOgGtC,Lula Queiroga,Noite Severina,220.466,
41,2001,5hUXk4avvJ7a1vjbsS0Kiq,Zeromancer,Dr. Online,198.333,
41,1994,1P4XzKG2bldGbhg6EO1N23,John Scofield,The Red One,259.36,
41,1985,49y78l709VxMkIcq7jUJKN,Tangerine Dream,Love On A Real Train,236.573,
41,1985,1nSqYL7YGQaDtu5o0V6LpS,Skinny Puppy,Assimilate,416.706,
41,1981,1gA9l5loCNn8fOFIzXb6T2,Atlanta Rhythm Section,Homesick,253.56,
41,1975,1xXNrpcZ7UyKVWiI6GEc75,Graham Central Station,The Jam,492.013,
41,1973,0JFEn4sPozptBShOuqMQVs,Black Oak Arkansas,Jim Dandy,161.506,
41,1961,0zGpnpZkyhz4hBjrjfmFvQ,Etta James,Seven Day Fool,179.76,
